path,label
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/AIMchat1.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/AIMchat2.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/ICQchat1.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/ICQchat2.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/aim_chat_3a.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/aim_chat_3b.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_chat_4a.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_chat_4b.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebookchat1.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebookchat2.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebookchat3.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/gmailchat1.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/gmailchat2.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/gmailchat3.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangout_chat_4b.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_chat_4a.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/icq_chat_3a.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/icq_chat_3b.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_chat1a.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_chat1b.pcap,0
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/email1a.pcap,1
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/email1b.pcap,1
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/email2a.pcap,1
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/email2b.pcap,1
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/ftps_down_1a.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/ftps_down_1b.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/ftps_up_2a.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/ftps_up_2b.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scp1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpDown1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpDown2.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpDown3.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpDown4.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpDown5.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpDown6.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpUp1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpUp2.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpUp3.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpUp5.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/scpUp6.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftp1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftpDown1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftpDown2.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftpUp1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftp_down_3a.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftp_down_3b.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftp_up_2a.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/sftp_up_2b.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file1.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file2.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file3.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file4.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file5.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file6.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file7.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_file8.pcap,2
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_audio1a.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_audio1b.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_audio2a.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_audio2b.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_audio3.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_audio4.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_video1a.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_video1b.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_video2a.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/facebook_video2b.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/netflix1.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/netflix2.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/netflix3.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/netflix4.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/spotify1.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/spotify2.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/spotify3.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/spotify4.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/vimeo1.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/vimeo2.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/vimeo3.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/vimeo4.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtube1.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtube2.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtube3.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtube4.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtube5.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtube6.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/youtubeHTML5_1.pcap,4
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_audio1a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_audio1b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_audio2a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_audio2b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_audio3.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_audio4.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_video1b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_video2a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/hangouts_video2b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_audio1a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_audio1b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_audio2a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_audio2b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_audio3.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_audio4.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_video1a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_video1b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_video2a.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/skype_video2b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/voipbuster1b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/voipbuster2b.pcap,5
/netdisk/dataset/public_dataset/ISCX-VPN-NonVPN-2016/ISCX-VPN-NonVPN-2016_novpn/voipbuster3b.pcap,5
